address,asset_id,bytes,category_name,category_slug,cloudinary_public_id,district,download_message,format,height,id,image_url,latitude,local_file,local_path,location_id,location_slug,longitude,name,photo_id,photo_index,photographer,photographer_url,provider,provider_page_url,public_id,search_query,search_status,secure_url,slug,status,thumbnail,thumbnail_url,upload_status,version,width
"101 Vo Nguyen Giap, Da Nang",1fa3b49f0b72b8fa2b2809b8e27d61ac,185525,Cà phê & Trà sữa,ca-phe-tra-sua,danangtrip/locations/pullman-danang-resort/loc-73__pullman-danang-resort__p01,Sơn Trà,existing:185525,jpg,1057,73,https://images.pexels.com/photos/29560032/pexels-photo-29560032.png?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.03500000,loc-73__pullman-danang-resort__active-missing-thumbnail__p01__pexels-29560032.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-73__pullman-danang-resort__active-missing-thumbnail__p01__pexels-29560032.jpg,73,pullman-danang-resort,108.25000000,Pullman Danang Resort,29560032,1,Đức Trung Đào,https://www.pexels.com/@macnalodao,pexels,https://www.pexels.com/photo/romantic-couple-walking-on-da-n-ng-beach-29560032/,danangtrip/locations/pullman-danang-resort/loc-73__pullman-danang-resort__p01,Pullman Danang Resort Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563398/danangtrip/locations/pullman-danang-resort/loc-73__pullman-danang-resort__p01.jpg,pullman-danang-resort,already_downloaded,,https://images.pexels.com/photos/29560032/pexels-photo-29560032.png?auto=compress&cs=tinysrgb&h=350,uploaded,1780563398,1880
"36 Bach Dang, Da Nang",8d3c5024710348c641b9fbfc8c6ca40d,317825,Cà phê & Trà sữa,ca-phe-tra-sua,danangtrip/locations/novotel-han-river/loc-74__novotel-han-river__p01,Hải Châu,existing:317825,jpg,1253,74,https://images.pexels.com/photos/6134017/pexels-photo-6134017.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07800000,loc-74__novotel-han-river__active-missing-thumbnail__p01__pexels-6134017.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-74__novotel-han-river__active-missing-thumbnail__p01__pexels-6134017.jpg,74,novotel-han-river,108.22400000,Novotel Han River,6134017,1,Koen Swiers,https://www.pexels.com/@koen-swiers-9754449,pexels,https://www.pexels.com/photo/boats-in-city-at-night-6134017/,danangtrip/locations/novotel-han-river/loc-74__novotel-han-river__p01,Novotel Han River Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563401/danangtrip/locations/novotel-han-river/loc-74__novotel-han-river__p01.jpg,novotel-han-river,already_downloaded,,https://images.pexels.com/photos/6134017/pexels-photo-6134017.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563401,1880
"162 Bach Dang, Da Nang",617890385ff904d3ab134a9a459a1b06,378425,Cà phê & Trà sữa,ca-phe-tra-sua,danangtrip/locations/brilliant-hotel/loc-75__brilliant-hotel__p01,Hải Châu,existing:378425,jpg,1300,75,https://images.pexels.com/photos/37723173/pexels-photo-37723173.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06650000,loc-75__brilliant-hotel__active-missing-thumbnail__p01__pexels-37723173.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-75__brilliant-hotel__active-missing-thumbnail__p01__pexels-37723173.jpg,75,brilliant-hotel,108.22450000,Brilliant Hotel,37723173,1,Valeria Drozdova,https://www.pexels.com/@valeria-drozdova-2148646707,pexels,https://www.pexels.com/photo/contemporary-urban-street-with-palm-trees-and-skyscrapers-37723173/,danangtrip/locations/brilliant-hotel/loc-75__brilliant-hotel__p01,Brilliant Hotel Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563404/danangtrip/locations/brilliant-hotel/loc-75__brilliant-hotel__p01.jpg,brilliant-hotel,already_downloaded,,https://images.pexels.com/photos/37723173/pexels-photo-37723173.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563404,1733
"East Sea Park, Da Nang",061dcca8cede7e76a1995eda8f61c337,259745,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/danang-new-year-2026/loc-76__danang-new-year-2026__p01,Sơn Trà,existing:259745,jpg,1251,76,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07100000,loc-76__danang-new-year-2026__active-missing-thumbnail__p01__pexels-36562124.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-76__danang-new-year-2026__active-missing-thumbnail__p01__pexels-36562124.jpg,76,danang-new-year-2026,108.24400000,New Year Festival 2026,36562124,1,Anh Tuấn Lê,https://www.pexels.com/@tuankiettd,pexels,https://www.pexels.com/photo/spectacular-nighttime-fireworks-display-over-city-36562124/,danangtrip/locations/danang-new-year-2026/loc-76__danang-new-year-2026__p01,New Year Festival 2026 Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563406/danangtrip/locations/danang-new-year-2026/loc-76__danang-new-year-2026__p01.jpg,danang-new-year-2026,already_downloaded,,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563406,1880
"29/3 Park, Da Nang",9057bbb3605a897f8c3e5ba9e341c55b,477247,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/tet-festival-2026/loc-77__tet-festival-2026__p01,Thanh Khê,existing:477247,jpg,1253,77,https://images.pexels.com/photos/34147651/pexels-photo-34147651.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06500000,loc-77__tet-festival-2026__active-missing-thumbnail__p01__pexels-34147651.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-77__tet-festival-2026__active-missing-thumbnail__p01__pexels-34147651.jpg,77,tet-festival-2026,108.21000000,Lunar New Year Festival,34147651,1,Eduardo Escalante,https://www.pexels.com/@pexlao,pexels,https://www.pexels.com/photo/traditional-vietnamese-temple-with-red-lanterns-34147651/,danangtrip/locations/tet-festival-2026/loc-77__tet-festival-2026__p01,Lunar New Year Festival Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563409/danangtrip/locations/tet-festival-2026/loc-77__tet-festival-2026__p01.jpg,tet-festival-2026,already_downloaded,,https://images.pexels.com/photos/34147651/pexels-photo-34147651.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563409,1880
"Han River Banks, Da Nang",d379e6225ca8f5b5c7e805a93ab2d550,259745,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/festival-of-light/loc-78__festival-of-light__p01,Hải Châu,existing:259745,jpg,1251,78,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06800000,loc-78__festival-of-light__active-missing-thumbnail__p01__pexels-36562124.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-78__festival-of-light__active-missing-thumbnail__p01__pexels-36562124.jpg,78,festival-of-light,108.22500000,Festival of Light,36562124,1,Anh Tuấn Lê,https://www.pexels.com/@tuankiettd,pexels,https://www.pexels.com/photo/spectacular-nighttime-fireworks-display-over-city-36562124/,danangtrip/locations/festival-of-light/loc-78__festival-of-light__p01,Festival of Light Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563412/danangtrip/locations/festival-of-light/loc-78__festival-of-light__p01.jpg,festival-of-light,already_downloaded,,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563412,1880
"My Khe Beach, Da Nang",a0c9cba8e07541b31aa6403a386864e3,482617,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/da-nang-color-festival/loc-79__da-nang-color-festival__p01,Ngũ Hành Sơn,existing:482617,jpg,1253,79,https://images.pexels.com/photos/20346283/pexels-photo-20346283.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07500000,loc-79__da-nang-color-festival__active-missing-thumbnail__p01__pexels-20346283.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-79__da-nang-color-festival__active-missing-thumbnail__p01__pexels-20346283.jpg,79,da-nang-color-festival,108.24500000,Da Nang Color Festival,20346283,1,Tuan Minh,https://www.pexels.com/@tuanminhdigi,pexels,https://www.pexels.com/photo/flowers-and-da-nang-dragon-bridge-behind-20346283/,danangtrip/locations/da-nang-color-festival/loc-79__da-nang-color-festival__p01,Da Nang Color Festival Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563415/danangtrip/locations/da-nang-color-festival/loc-79__da-nang-color-festival__p01.jpg,da-nang-color-festival,already_downloaded,,https://images.pexels.com/photos/20346283/pexels-photo-20346283.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563415,1880
"Marble Mountains, Da Nang",72b34b5bcd9e9398df977dea14767883,259745,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/quan-the-am-festival/loc-80__quan-the-am-festival__p01,Ngũ Hành Sơn,existing:259745,jpg,1251,80,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.00420000,loc-80__quan-the-am-festival__active-missing-thumbnail__p01__pexels-36562124.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-80__quan-the-am-festival__active-missing-thumbnail__p01__pexels-36562124.jpg,80,quan-the-am-festival,108.26390000,Avalokitesvara Festival,36562124,1,Anh Tuấn Lê,https://www.pexels.com/@tuankiettd,pexels,https://www.pexels.com/photo/spectacular-nighttime-fireworks-display-over-city-36562124/,danangtrip/locations/quan-the-am-festival/loc-80__quan-the-am-festival__p01,Avalokitesvara Festival Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563417/danangtrip/locations/quan-the-am-festival/loc-80__quan-the-am-festival__p01.jpg,quan-the-am-festival,already_downloaded,,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563417,1880
"Coastal Fishing Villages, Da Nang",77a2edfbc74cc0c41631cee585dbfc01,237190,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/cau-ngu-festival/loc-81__cau-ngu-festival__p01,Sơn Trà,existing:237190,jpg,1253,81,https://images.pexels.com/photos/20625803/pexels-photo-20625803.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.09000000,loc-81__cau-ngu-festival__active-missing-thumbnail__p01__pexels-20625803.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-81__cau-ngu-festival__active-missing-thumbnail__p01__pexels-20625803.jpg,81,cau-ngu-festival,108.22000000,Cau Ngu Festival,20625803,1,LÊ QUỐC VIỆT,https://www.pexels.com/@le-qu-c-vi-t-801512263,pexels,https://www.pexels.com/photo/cau-tran-th-ly-bridge-in-da-nang-20625803/,danangtrip/locations/cau-ngu-festival/loc-81__cau-ngu-festival__p01,Cau Ngu Festival Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563421/danangtrip/locations/cau-ngu-festival/loc-81__cau-ngu-festival__p01.jpg,cau-ngu-festival,already_downloaded,,https://images.pexels.com/photos/20625803/pexels-photo-20625803.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563421,1880
"Han River, Da Nang",dd9ddcffb14f35fff2c8602bb3f952a2,330893,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/dragon-boat-racing/loc-82__dragon-boat-racing__p01,Hải Châu,existing:330893,jpg,1057,82,https://images.pexels.com/photos/36604076/pexels-photo-36604076.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07000000,loc-82__dragon-boat-racing__active-missing-thumbnail__p01__pexels-36604076.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-82__dragon-boat-racing__active-missing-thumbnail__p01__pexels-36604076.jpg,82,dragon-boat-racing,108.22500000,Dragon Boat Racing,36604076,1,Bảo Minh,https://www.pexels.com/@b-o-minh-1883288,pexels,https://www.pexels.com/photo/colorful-dragon-boat-race-on-a-sunny-day-36604076/,danangtrip/locations/dragon-boat-racing/loc-82__dragon-boat-racing__p01,Dragon Boat Racing Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563424/danangtrip/locations/dragon-boat-racing/loc-82__dragon-boat-racing__p01.jpg,dragon-boat-racing,already_downloaded,,https://images.pexels.com/photos/36604076/pexels-photo-36604076.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563424,1880
"Han River Port, Da Nang",0a12d84be5695523ef795a313def6183,259745,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/diff-festival/loc-83__diff-festival__p01,Sơn Trà,existing:259745,jpg,1251,83,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.08200000,loc-83__diff-festival__active-missing-thumbnail__p01__pexels-36562124.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-83__diff-festival__active-missing-thumbnail__p01__pexels-36562124.jpg,83,diff-festival,108.22400000,International Fireworks Festival,36562124,1,Anh Tuấn Lê,https://www.pexels.com/@tuankiettd,pexels,https://www.pexels.com/photo/spectacular-nighttime-fireworks-display-over-city-36562124/,danangtrip/locations/diff-festival/loc-83__diff-festival__p01,International Fireworks Festival Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563426/danangtrip/locations/diff-festival/loc-83__diff-festival__p01.jpg,diff-festival,already_downloaded,,https://images.pexels.com/photos/36562124/pexels-photo-36562124.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563426,1880
"119 Tran Phu, Da Nang",38f02f99c8740d7a01ce74bb30e1a83e,448882,Bar & Pub,bar-pub,danangtrip/locations/han-market/loc-84__han-market__p01,Hải Châu,existing:448882,jpg,1253,84,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06850000,loc-84__han-market__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-84__han-market__active-missing-thumbnail__p01__pexels-34009126.jpg,84,han-market,108.22350000,Han Market,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/han-market/loc-84__han-market__p01,Han Market Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563429/danangtrip/locations/han-market/loc-84__han-market__p01.jpg,han-market,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563429,1880
"290 Hung Vuong, Da Nang",c985fc8c416e77adbe1a65266a04cfe1,448882,Bar & Pub,bar-pub,danangtrip/locations/con-market/loc-85__con-market__p01,Hải Châu,existing:448882,jpg,1253,85,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06800000,loc-85__con-market__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-85__con-market__active-missing-thumbnail__p01__pexels-34009126.jpg,85,con-market,108.21600000,Con Market,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/con-market/loc-85__con-market__p01,Con Market Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563432/danangtrip/locations/con-market/loc-85__con-market__p01.jpg,con-market,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563432,1880
"2 Thang 9, Da Nang",bb03e1856e0016b1c05199208f0aee9b,448882,Bar & Pub,bar-pub,danangtrip/locations/helio-night-market/loc-86__helio-night-market__p01,Hải Châu,existing:448882,jpg,1253,86,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.03900000,loc-86__helio-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-86__helio-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,86,helio-night-market,108.22700000,Helio Night Market,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/helio-night-market/loc-86__helio-night-market__p01,Helio Night Market Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563435/danangtrip/locations/helio-night-market/loc-86__helio-night-market__p01.jpg,helio-night-market,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563435,1880
"Ly Nam De, Da Nang",44687dfba230497e405945b517849e40,448882,Bar & Pub,bar-pub,danangtrip/locations/son-tra-night-market/loc-87__son-tra-night-market__p01,Sơn Trà,existing:448882,jpg,1253,87,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06000000,loc-87__son-tra-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-87__son-tra-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,87,son-tra-night-market,108.23100000,Son Tra Night Market,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/son-tra-night-market/loc-87__son-tra-night-market__p01,Son Tra Night Market Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563438/danangtrip/locations/son-tra-night-market/loc-87__son-tra-night-market__p01.jpg,son-tra-night-market,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563438,1880
"An Thuong 4, Da Nang",45ee64f30b80214a8a4cc6909acb0210,448882,Bar & Pub,bar-pub,danangtrip/locations/an-thuong-night-market/loc-88__an-thuong-night-market__p01,Ngũ Hành Sơn,existing:448882,jpg,1253,88,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.05100000,loc-88__an-thuong-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-88__an-thuong-night-market__active-missing-thumbnail__p01__pexels-34009126.jpg,88,an-thuong-night-market,108.24600000,An Thuong Night Market,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/an-thuong-night-market/loc-88__an-thuong-night-market__p01,An Thuong Night Market Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563441/danangtrip/locations/an-thuong-night-market/loc-88__an-thuong-night-market__p01.jpg,an-thuong-night-market,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563441,1880
"06 Nai Nam, Da Nang",337c531fdc144836bd83165f5ddbef6d,448882,Bar & Pub,bar-pub,danangtrip/locations/lotte-mart-da-nang/loc-89__lotte-mart-da-nang__p01,Hải Châu,existing:448882,jpg,1253,89,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.03600000,loc-89__lotte-mart-da-nang__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-89__lotte-mart-da-nang__active-missing-thumbnail__p01__pexels-34009126.jpg,89,lotte-mart-da-nang,108.22800000,Lotte Mart Da Nang,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/lotte-mart-da-nang/loc-89__lotte-mart-da-nang__p01,Lotte Mart Da Nang Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563444/danangtrip/locations/lotte-mart-da-nang/loc-89__lotte-mart-da-nang__p01.jpg,lotte-mart-da-nang,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563444,1880
"910A Ngo Quyen, Da Nang",9d4df9fb9436aa36018126d682e5ec08,337026,Bar & Pub,bar-pub,danangtrip/locations/vincom-plaza-da-nang/loc-90__vincom-plaza-da-nang__p01,Sơn Trà,existing:337026,jpg,1139,90,https://images.pexels.com/photos/5347782/pexels-photo-5347782.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07300000,loc-90__vincom-plaza-da-nang__active-missing-thumbnail__p01__pexels-5347782.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-90__vincom-plaza-da-nang__active-missing-thumbnail__p01__pexels-5347782.jpg,90,vincom-plaza-da-nang,108.23200000,Vincom Plaza,5347782,1,Thành Đỗ,https://www.pexels.com/@dothanhyb,pexels,https://www.pexels.com/photo/view-of-buildings-by-the-lake-5347782/,danangtrip/locations/vincom-plaza-da-nang/loc-90__vincom-plaza-da-nang__p01,Vincom Plaza Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563446/danangtrip/locations/vincom-plaza-da-nang/loc-90__vincom-plaza-da-nang__p01.jpg,vincom-plaza-da-nang,already_downloaded,,https://images.pexels.com/photos/5347782/pexels-photo-5347782.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563446,1880
"255-257 Hung Vuong, Da Nang",a1da2836230b3962739e73441234764f,245719,Bar & Pub,bar-pub,danangtrip/locations/go-da-nang/loc-91__go-da-nang__p01,Hải Châu,existing:245719,jpg,1271,91,https://images.pexels.com/photos/26550067/pexels-photo-26550067.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06800000,loc-91__go-da-nang__active-missing-thumbnail__p01__pexels-26550067.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-91__go-da-nang__active-missing-thumbnail__p01__pexels-26550067.jpg,91,go-da-nang,108.21500000,Go! Da Nang,26550067,1,Pragyan Bezbaruah,https://www.pexels.com/@pragyanbezbo,pexels,https://www.pexels.com/photo/da-nang-city-name-at-beach-26550067/,danangtrip/locations/go-da-nang/loc-91__go-da-nang__p01,Go! Da Nang Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563449/danangtrip/locations/go-da-nang/loc-91__go-da-nang__p01.jpg,go-da-nang,already_downloaded,,https://images.pexels.com/photos/26550067/pexels-photo-26550067.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563449,1880
"180 Bach Dang, Da Nang",95ef9068de19149b45dbbf691786b591,253161,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/highlands-coffee-bach-dang/loc-92__highlands-coffee-bach-dang__p01,Hải Châu,existing:253161,jpg,1257,92,https://images.pexels.com/photos/6452798/pexels-photo-6452798.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06600000,loc-92__highlands-coffee-bach-dang__active-missing-thumbnail__p01__pexels-6452798.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-92__highlands-coffee-bach-dang__active-missing-thumbnail__p01__pexels-6452798.jpg,92,highlands-coffee-bach-dang,108.22500000,Highlands Coffee Bach Dang,6452798,1,Kmws 246,https://www.pexels.com/@kmws-246-13633704,pexels,https://www.pexels.com/photo/woman-in-white-long-sleeve-shirt-sitting-on-black-metal-chair-6452798/,danangtrip/locations/highlands-coffee-bach-dang/loc-92__highlands-coffee-bach-dang__p01,Highlands Coffee Bach Dang Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563453/danangtrip/locations/highlands-coffee-bach-dang/loc-92__highlands-coffee-bach-dang__p01.jpg,highlands-coffee-bach-dang,already_downloaded,,https://images.pexels.com/photos/6452798/pexels-photo-6452798.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563453,1880
"61 Nguyen Van Linh, Da Nang",a86cfd7e6b3e1c2dc26d5e8aacdf88db,159857,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/phuc-long-coffee-tea/loc-93__phuc-long-coffee-tea__p01,Hải Châu,existing:159857,jpg,1253,93,https://images.pexels.com/photos/32744958/pexels-photo-32744958.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06200000,loc-93__phuc-long-coffee-tea__active-missing-thumbnail__p01__pexels-32744958.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-93__phuc-long-coffee-tea__active-missing-thumbnail__p01__pexels-32744958.jpg,93,phuc-long-coffee-tea,108.22200000,Phuc Long Coffee & Tea,32744958,1,Nhà văn,https://www.pexels.com/@nhavan,pexels,https://www.pexels.com/photo/cozy-cafe-table-with-vietnamese-iced-coffee-32744958/,danangtrip/locations/phuc-long-coffee-tea/loc-93__phuc-long-coffee-tea__p01,Phuc Long Coffee & Tea Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563455/danangtrip/locations/phuc-long-coffee-tea/loc-93__phuc-long-coffee-tea__p01.jpg,phuc-long-coffee-tea,already_downloaded,,https://images.pexels.com/photos/32744958/pexels-photo-32744958.jpeg?auto=compress&cs=tinysrgb&h=350,uploaded,1780563455,1880
