address,asset_id,bytes,category_name,category_slug,cloudinary_public_id,district,download_message,format,height,id,image_url,latitude,local_file,local_path,location_id,location_slug,longitude,name,photo_id,photo_index,photographer,photographer_url,provider,provider_page_url,public_id,search_query,search_status,secure_url,slug,status,thumbnail,thumbnail_url,upload_error,upload_status,version,width
"Hoa Phu, Da Nang",48922b254f6ce75b782c131a416eadba,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/nui-than-tai-park/loc-22__nui-than-tai-park__p01,Hòa Vang,existing:425035,jpg,1254,22,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,15.98000000,loc-22__nui-than-tai-park__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-22__nui-than-tai-park__active-missing-thumbnail__p01__pexels-14021726.jpg,22,nui-than-tai-park,107.98000000,Nui Than Tai Park,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/nui-than-tai-park/loc-22__nui-than-tai-park__p01,Nui Than Tai Park Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563248/danangtrip/locations/nui-than-tai-park/loc-22__nui-than-tai-park__p01.jpg,nui-than-tai-park,already_downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563248,1880
"Hoa Ninh, Da Nang",66182e39b7a36750dfeaf67d2114429d,142955,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/ba-na-hills/loc-23__ba-na-hills__p01,Hòa Vang,existing:142955,jpg,1300,23,https://images.pexels.com/photos/36839005/pexels-photo-36839005.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,15.99500000,loc-23__ba-na-hills__active-missing-thumbnail__p01__pexels-36839005.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-23__ba-na-hills__active-missing-thumbnail__p01__pexels-36839005.jpg,23,ba-na-hills,107.98920000,Ba Na Hills,36839005,1,Ba Uoc Phung,https://www.pexels.com/@ba-uoc-phung-355372,pexels,https://www.pexels.com/photo/scenic-aerial-view-of-ba-na-hills-in-vietnam-36839005/,danangtrip/locations/ba-na-hills/loc-23__ba-na-hills__p01,Ba Na Hills Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563251/danangtrip/locations/ba-na-hills/loc-23__ba-na-hills__p01.jpg,ba-na-hills,already_downloaded,,https://images.pexels.com/photos/36839005/pexels-photo-36839005.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563251,1733
"02 2 Thang 9, Da Nang",055bba71711020c5550d0550f5512501,420581,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/cham-sculpture-museum/loc-24__cham-sculpture-museum__p01,Hải Châu,existing:420581,jpg,1245,24,https://images.pexels.com/photos/28606253/pexels-photo-28606253.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06140000,loc-24__cham-sculpture-museum__active-missing-thumbnail__p01__pexels-28606253.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-24__cham-sculpture-museum__active-missing-thumbnail__p01__pexels-28606253.jpg,24,cham-sculpture-museum,108.22360000,Cham Sculpture Museum,28606253,1,Uroš Drljača,https://www.pexels.com/@uros-drljaca-906314877,pexels,https://www.pexels.com/photo/serene-buddhist-garden-with-bonsai-and-statues-in-vietnam-28606253/,danangtrip/locations/cham-sculpture-museum/loc-24__cham-sculpture-museum__p01,Cham Sculpture Museum Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563253/danangtrip/locations/cham-sculpture-museum/loc-24__cham-sculpture-museum__p01.jpg,cham-sculpture-museum,already_downloaded,,https://images.pexels.com/photos/28606253/pexels-photo-28606253.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563253,1880
"24 Tran Phu, Da Nang",1b32e1f8d393df5931cff0e66b978fb0,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/da-nang-museum/loc-25__da-nang-museum__p01,Hải Châu,existing:425035,jpg,1254,25,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07500000,loc-25__da-nang-museum__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-25__da-nang-museum__active-missing-thumbnail__p01__pexels-14021726.jpg,25,da-nang-museum,108.22300000,Da Nang Museum,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/da-nang-museum/loc-25__da-nang-museum__p01,Da Nang Museum Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563256/danangtrip/locations/da-nang-museum/loc-25__da-nang-museum__p01.jpg,da-nang-museum,already_downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563256,1880
"78 Le Duan, Da Nang",3f2979d3c53602c012288e26ca5e40bd,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/da-nang-fine-arts-museum/loc-26__da-nang-fine-arts-museum__p01,Hải Châu,downloaded:425035,jpg,1254,26,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07200000,loc-26__da-nang-fine-arts-museum__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-26__da-nang-fine-arts-museum__active-missing-thumbnail__p01__pexels-14021726.jpg,26,da-nang-fine-arts-museum,108.22100000,Da Nang Fine Arts Museum,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/da-nang-fine-arts-museum/loc-26__da-nang-fine-arts-museum__p01,Da Nang Fine Arts Museum Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563259/danangtrip/locations/da-nang-fine-arts-museum/loc-26__da-nang-fine-arts-museum__p01.jpg,da-nang-fine-arts-museum,downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563259,1880
"01 Duy Tan, Da Nang",9daa25bc53c5e866f2dfc0358f86b79a,186204,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/ho-chi-minh-museum/loc-27__ho-chi-minh-museum__p01,Hải Châu,existing:186204,jpg,1058,27,https://images.pexels.com/photos/13600319/pexels-photo-13600319.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.05000000,loc-27__ho-chi-minh-museum__active-missing-thumbnail__p01__pexels-13600319.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-27__ho-chi-minh-museum__active-missing-thumbnail__p01__pexels-13600319.jpg,27,ho-chi-minh-museum,108.22000000,Ho Chi Minh Museum,13600319,1,Quý Nguyễn,https://www.pexels.com/@chupanhchandung,pexels,https://www.pexels.com/photo/brown-concrete-building-under-white-clouds-13600319/,danangtrip/locations/ho-chi-minh-museum/loc-27__ho-chi-minh-museum__p01,Ho Chi Minh Museum Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563262/danangtrip/locations/ho-chi-minh-museum/loc-27__ho-chi-minh-museum__p01.jpg,ho-chi-minh-museum,already_downloaded,,https://images.pexels.com/photos/13600319/pexels-photo-13600319.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563262,1880
"Son Tra, Da Nang",07a1960bca08f422725838cd57fafb2e,527243,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/dong-dinh-museum/loc-28__dong-dinh-museum__p01,Sơn Trà,existing:527243,jpg,1253,28,https://images.pexels.com/photos/25949836/pexels-photo-25949836.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.11000000,loc-28__dong-dinh-museum__active-missing-thumbnail__p01__pexels-25949836.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-28__dong-dinh-museum__active-missing-thumbnail__p01__pexels-25949836.jpg,28,dong-dinh-museum,108.27000000,Dong Dinh Museum,25949836,1,DUYTRG TRUONG,https://www.pexels.com/@duichantran,pexels,https://www.pexels.com/photo/huynh-thuy-le-house-in-dong-thap-vietnam-25949836/,danangtrip/locations/dong-dinh-museum/loc-28__dong-dinh-museum__p01,Dong Dinh Museum Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563265/danangtrip/locations/dong-dinh-museum/loc-28__dong-dinh-museum__p01.jpg,dong-dinh-museum,already_downloaded,,https://images.pexels.com/photos/25949836/pexels-photo-25949836.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563265,1880
"01 Phan Dang Luu, Da Nang",274e997fbcc4240f8f98d2643ad34614,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/asia-park/loc-29__asia-park__p01,Hải Châu,existing:425035,jpg,1254,29,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.03920000,loc-29__asia-park__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-29__asia-park__active-missing-thumbnail__p01__pexels-14021726.jpg,29,asia-park,108.22720000,Asia Park,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/asia-park/loc-29__asia-park__p01,Asia Park Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563268/danangtrip/locations/asia-park/loc-29__asia-park__p01.jpg,asia-park,already_downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563268,1880
"Vo Nguyen Giap, Da Nang",251613cf7e015dc56c948b6884cecab7,482617,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/east-sea-park/loc-30__east-sea-park__p01,Sơn Trà,existing:482617,jpg,1253,30,https://images.pexels.com/photos/20346283/pexels-photo-20346283.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.07100000,loc-30__east-sea-park__active-missing-thumbnail__p01__pexels-20346283.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-30__east-sea-park__active-missing-thumbnail__p01__pexels-20346283.jpg,30,east-sea-park,108.24400000,East Sea Park,20346283,1,Tuan Minh,https://www.pexels.com/@tuanminhdigi,pexels,https://www.pexels.com/photo/flowers-and-da-nang-dragon-bridge-behind-20346283/,danangtrip/locations/east-sea-park/loc-30__east-sea-park__p01,East Sea Park Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563271/danangtrip/locations/east-sea-park/loc-30__east-sea-park__p01.jpg,east-sea-park,already_downloaded,,https://images.pexels.com/photos/20346283/pexels-photo-20346283.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563271,1880
"2 Thang 9, Da Nang",84d1e9df2790638c4283d5ae4bbb95fa,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/apec-park/loc-31__apec-park__p01,Hải Châu,existing:425035,jpg,1254,31,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06000000,loc-31__apec-park__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-31__apec-park__active-missing-thumbnail__p01__pexels-14021726.jpg,31,apec-park,108.22500000,APEC Park,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/apec-park/loc-31__apec-park__p01,APEC Park Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563274/danangtrip/locations/apec-park/loc-31__apec-park__p01.jpg,apec-park,already_downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563274,1880
"Nguyen Tri Phuong, Da Nang",036c6ffd42f6dbc03636df2ed7d9eaa0,425035,Ẩm thực địa phương,am-thuc-dia-phuong,danangtrip/locations/29-3-park/loc-32__29-3-park__p01,Thanh Khê,existing:425035,jpg,1254,32,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06500000,loc-32__29-3-park__active-missing-thumbnail__p01__pexels-14021726.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-32__29-3-park__active-missing-thumbnail__p01__pexels-14021726.jpg,32,29-3-park,108.21000000,29/3 Park,14021726,1,Quang Nguyen Vinh,https://www.pexels.com/@quang-nguyen-vinh-222549,pexels,https://www.pexels.com/photo/apec-park-in-da-nang-vietnam-14021726/,danangtrip/locations/29-3-park/loc-32__29-3-park__p01,29/3 Park Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563276/danangtrip/locations/29-3-park/loc-32__29-3-park__p01.jpg,29-3-park,already_downloaded,,https://images.pexels.com/photos/14021726/pexels-photo-14021726.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563276,1880
"85A Le Van Huu, Da Nang",b522b88b4f072c03fe2792a0142949cf,448882,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/banh-xeo-76/loc-33__banh-xeo-76__p01,Ngũ Hành Sơn,existing:448882,jpg,1253,33,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.04000000,loc-33__banh-xeo-76__active-missing-thumbnail__p01__pexels-34009126.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-33__banh-xeo-76__active-missing-thumbnail__p01__pexels-34009126.jpg,33,banh-xeo-76,108.24000000,Banh Xeo 76,34009126,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-han-market-in-da-nang-vietnam-34009126/,danangtrip/locations/banh-xeo-76/loc-33__banh-xeo-76__p01,Banh Xeo 76 Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563279/danangtrip/locations/banh-xeo-76/loc-33__banh-xeo-76__p01.jpg,banh-xeo-76,already_downloaded,,https://images.pexels.com/photos/34009126/pexels-photo-34009126.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563279,1880
"23 Tran Quoc Toan, Da Nang",,,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/bun-bo-hue-ba-thuong/loc-34__bun-bo-hue-ba-thuong__p01,Hải Châu,existing:414437,,,34,https://images.pexels.com/photos/2591594/pexels-photo-2591594.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06500000,loc-34__bun-bo-hue-ba-thuong__active-missing-thumbnail__p01__pexels-2591594.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-34__bun-bo-hue-ba-thuong__active-missing-thumbnail__p01__pexels-2591594.jpg,34,bun-bo-hue-ba-thuong,108.22000000,Bun Bo Hue Ba Thuong,2591594,1,JANG 'S 🍂,https://www.pexels.com/@jang,pexels,https://www.pexels.com/photo/top-view-photo-of-ramen-soup-2591594/,,Bun Bo Hue Ba Thuong Da Nang,found,,bun-bo-hue-ba-thuong,already_downloaded,,https://images.pexels.com/photos/2591594/pexels-photo-2591594.jpeg?auto=compress&cs=tinysrgb&h=350,HTTP Error 400: Bad Request,upload_failed,,
"116 Nui Thanh, Da Nang",45b2c400994d6a18190e0fa995b40c96,410019,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/que-xua-restaurant/loc-35__que-xua-restaurant__p01,Hải Châu,existing:410019,jpg,1253,35,https://images.pexels.com/photos/29813830/pexels-photo-29813830.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.04500000,loc-35__que-xua-restaurant__active-missing-thumbnail__p01__pexels-29813830.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-35__que-xua-restaurant__active-missing-thumbnail__p01__pexels-29813830.jpg,35,que-xua-restaurant,108.22000000,Que Xua Restaurant,29813830,1,Tuan Vy,https://www.pexels.com/@tuan-vy-903011268,pexels,https://www.pexels.com/photo/bustling-urban-street-scene-with-historic-architecture-29813830/,danangtrip/locations/que-xua-restaurant/loc-35__que-xua-restaurant__p01,Que Xua Restaurant Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563285/danangtrip/locations/que-xua-restaurant/loc-35__que-xua-restaurant__p01.jpg,que-xua-restaurant,already_downloaded,,https://images.pexels.com/photos/29813830/pexels-photo-29813830.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563285,1880
"277 Tran Hung Dao, Da Nang",75724a6406c710f5aa30145187530ffc,160881,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/shamballa-vegetarian/loc-36__shamballa-vegetarian__p01,Sơn Trà,existing:160881,jpg,1253,36,https://images.pexels.com/photos/33043011/pexels-photo-33043011.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06000000,loc-36__shamballa-vegetarian__active-missing-thumbnail__p01__pexels-33043011.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-36__shamballa-vegetarian__active-missing-thumbnail__p01__pexels-33043011.jpg,36,shamballa-vegetarian,108.23000000,Shamballa Vegetarian,33043011,1,Nhà văn,https://www.pexels.com/@nhavan,pexels,https://www.pexels.com/photo/traditional-vietnamese-tea-ceremony-in-da-n-ng-33043011/,danangtrip/locations/shamballa-vegetarian/loc-36__shamballa-vegetarian__p01,Shamballa Vegetarian Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563287/danangtrip/locations/shamballa-vegetarian/loc-36__shamballa-vegetarian__p01.jpg,shamballa-vegetarian,already_downloaded,,https://images.pexels.com/photos/33043011/pexels-photo-33043011.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563287,1880
"31 Tran Bach Dang, Da Nang",78a063c1ee4905c9c24b9eaf4f103fb2,160881,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/bep-cuon/loc-37__bep-cuon__p01,Hải Châu,existing:160881,jpg,1253,37,https://images.pexels.com/photos/33043011/pexels-photo-33043011.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.05000000,loc-37__bep-cuon__active-missing-thumbnail__p01__pexels-33043011.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-37__bep-cuon__active-missing-thumbnail__p01__pexels-33043011.jpg,37,bep-cuon,108.24500000,Bep Cuon,33043011,1,Nhà văn,https://www.pexels.com/@nhavan,pexels,https://www.pexels.com/photo/traditional-vietnamese-tea-ceremony-in-da-n-ng-33043011/,danangtrip/locations/bep-cuon/loc-37__bep-cuon__p01,Bep Cuon Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563290/danangtrip/locations/bep-cuon/loc-37__bep-cuon__p01.jpg,bep-cuon,already_downloaded,,https://images.pexels.com/photos/33043011/pexels-photo-33043011.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563290,1880
"39 Le Hong Phong, Da Nang",d8dfa4ab7d7d27241eff13a9ed10423e,234106,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/bun-rieu-cua-39/loc-38__bun-rieu-cua-39__p01,Hải Châu,existing:234106,jpg,1253,38,https://images.pexels.com/photos/8480674/pexels-photo-8480674.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06500000,loc-38__bun-rieu-cua-39__active-missing-thumbnail__p01__pexels-8480674.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-38__bun-rieu-cua-39__active-missing-thumbnail__p01__pexels-8480674.jpg,38,bun-rieu-cua-39,108.22200000,Bun Rieu Cua 39,8480674,1,Lê Thùy Linh,https://www.pexels.com/@le-thuy-linh-72939415,pexels,https://www.pexels.com/photo/a-bowl-of-bun-rieu-cua-8480674/,danangtrip/locations/bun-rieu-cua-39/loc-38__bun-rieu-cua-39__p01,Bun Rieu Cua 39 Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563292/danangtrip/locations/bun-rieu-cua-39/loc-38__bun-rieu-cua-39__p01.jpg,bun-rieu-cua-39,already_downloaded,,https://images.pexels.com/photos/8480674/pexels-photo-8480674.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563292,1880
"26 To Hien Thanh, Da Nang",155a499292f7a493406a72cf0b9f80db,182693,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/moc-restaurant/loc-39__moc-restaurant__p01,Ngũ Hành Sơn,existing:182693,jpg,1253,39,https://images.pexels.com/photos/12538227/pexels-photo-12538227.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.05500000,loc-39__moc-restaurant__active-missing-thumbnail__p01__pexels-12538227.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-39__moc-restaurant__active-missing-thumbnail__p01__pexels-12538227.jpg,39,moc-restaurant,108.24200000,Moc Restaurant,12538227,1,Nguyễn Hoàng,https://www.pexels.com/@nguy-n-hoang-957279,pexels,https://www.pexels.com/photo/city-lights-during-night-time-12538227/,danangtrip/locations/moc-restaurant/loc-39__moc-restaurant__p01,Moc Restaurant Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563295/danangtrip/locations/moc-restaurant/loc-39__moc-restaurant__p01.jpg,moc-restaurant,already_downloaded,,https://images.pexels.com/photos/12538227/pexels-photo-12538227.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563295,1880
"InterContinental Resort, Son Tra",d0fdf512806ad3f8ea9e37f8601f86a5,349361,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/la-maison-1888/loc-40__la-maison-1888__p01,Sơn Trà,existing:349361,jpg,1253,40,https://images.pexels.com/photos/34943322/pexels-photo-34943322.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.12000000,loc-40__la-maison-1888__active-missing-thumbnail__p01__pexels-34943322.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-40__la-maison-1888__active-missing-thumbnail__p01__pexels-34943322.jpg,40,la-maison-1888,108.31000000,La Maison 1888,34943322,1,Oleksandr Plakhota,https://www.pexels.com/@oleksandr-plakhota-1270583835,pexels,https://www.pexels.com/photo/elegant-building-facade-in-kyiv-city-at-daytime-34943322/,danangtrip/locations/la-maison-1888/loc-40__la-maison-1888__p01,La Maison 1888 Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563297/danangtrip/locations/la-maison-1888/loc-40__la-maison-1888__p01.jpg,la-maison-1888,already_downloaded,,https://images.pexels.com/photos/34943322/pexels-photo-34943322.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563297,1880
"16 My Da Tay 2, Da Nang",8349c841d12c4ea60444f4cc4d546738,245719,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/nen-danang/loc-41__nen-danang__p01,Ngũ Hành Sơn,existing:245719,jpg,1271,41,https://images.pexels.com/photos/26550067/pexels-photo-26550067.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.03500000,loc-41__nen-danang__active-missing-thumbnail__p01__pexels-26550067.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-41__nen-danang__active-missing-thumbnail__p01__pexels-26550067.jpg,41,nen-danang,108.24500000,Nen Danang,26550067,1,Pragyan Bezbaruah,https://www.pexels.com/@pragyanbezbo,pexels,https://www.pexels.com/photo/da-nang-city-name-at-beach-26550067/,danangtrip/locations/nen-danang/loc-41__nen-danang__p01,Nen Danang Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563300/danangtrip/locations/nen-danang/loc-41__nen-danang__p01.jpg,nen-danang,already_downloaded,,https://images.pexels.com/photos/26550067/pexels-photo-26550067.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563300,1880
"08 Hoang Van Thu, Da Nang",27528a1234ec0836148ac82ac25a68ab,220761,Nhà hàng quốc tế,nha-hang-quoc-te,danangtrip/locations/pizza-4p-hoang-van-thu/loc-42__pizza-4p-hoang-van-thu__p01,Hải Châu,existing:220761,jpg,1174,42,https://images.pexels.com/photos/29268348/pexels-photo-29268348.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,16.06800000,loc-42__pizza-4p-hoang-van-thu__active-missing-thumbnail__p01__pexels-29268348.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\locations\2026-06-04-active-missing-thumbnail\originals\loc-42__pizza-4p-hoang-van-thu__active-missing-thumbnail__p01__pexels-29268348.jpg,42,pizza-4p-hoang-van-thu,108.22350000,Pizza 4P Hoang Van Thu,29268348,1,Eduardo Escalante,https://www.pexels.com/@pexlao,pexels,https://www.pexels.com/photo/delicious-italian-pizza-with-asian-twist-29268348/,danangtrip/locations/pizza-4p-hoang-van-thu/loc-42__pizza-4p-hoang-van-thu__p01,Pizza 4P Hoang Van Thu Da Nang,found,https://res.cloudinary.com/dmukxquza/image/upload/v1780563303/danangtrip/locations/pizza-4p-hoang-van-thu/loc-42__pizza-4p-hoang-van-thu__p01.jpg,pizza-4p-hoang-van-thu,already_downloaded,,https://images.pexels.com/photos/29268348/pexels-photo-29268348.jpeg?auto=compress&cs=tinysrgb&h=350,,uploaded,1780563303,1880
