schedule_review_id,tour_slug,tour_name,review_status,approve_for_seed,start_date,end_date,max_people,booked_people,price_adult,price_child,price_infant,status,booking_availability,departure_code,departure_place,start_time,start_time_source,booking_deadline,schedule_pattern,review_flags,fix_notes,source_url
danangtourscity-french-village-ba-na-hills-da-nang-tours-SCH-03,danangtourscity-french-village-ba-na-hills-da-nang-tours,French Village Ba Na Hills - Da Nang Tours,approved,True,2026-06-06,2026-06-06,30,0,1090000.0,0.0,0.0,available,open,DFVB-20260606-03,Da Nang / operator pickup point,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary; missing_inclusions,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://danangtourscity.com/french-village-ba-na-hills/
danangtourscity-french-village-ba-na-hills-da-nang-tours-SCH-04,danangtourscity-french-village-ba-na-hills-da-nang-tours,French Village Ba Na Hills - Da Nang Tours,approved,True,2026-06-07,2026-06-07,30,0,1090000.0,0.0,0.0,available,open,DFVB-20260607-04,Da Nang / operator pickup point,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary; missing_inclusions,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://danangtourscity.com/french-village-ba-na-hills/
hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company-SCH-01,hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company,Am Phu Cave Tour with Marble Mountain & Lady Buddha - HoiAn Day Trip Company,approved,True,2026-06-04,2026-06-04,30,0,1125000.0,0.0,0.0,available,open,HAPC-20260604-01,Pickup time 8,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/am-phu-cave-tour/
hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company-SCH-02,hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company,Am Phu Cave Tour with Marble Mountain & Lady Buddha - HoiAn Day Trip Company,approved,True,2026-06-05,2026-06-05,30,0,1125000.0,0.0,0.0,available,open,HAPC-20260605-02,Pickup time 8,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/am-phu-cave-tour/
hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company-SCH-03,hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company,Am Phu Cave Tour with Marble Mountain & Lady Buddha - HoiAn Day Trip Company,approved,True,2026-06-06,2026-06-06,30,0,1125000.0,0.0,0.0,available,open,HAPC-20260606-03,Pickup time 8,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/am-phu-cave-tour/
hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company-SCH-04,hoiandaytrip-am-phu-cave-tour-with-marble-mountain-lady-buddha-hoian-day-trip-company,Am Phu Cave Tour with Marble Mountain & Lady Buddha - HoiAn Day Trip Company,approved,True,2026-06-07,2026-06-07,30,0,1125000.0,0.0,0.0,available,open,HAPC-20260607-04,Pickup time 8,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/am-phu-cave-tour/
hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company-SCH-01,hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company,Ba Na Hills Afternoon Tour with Golden Hands Bridge - HoiAn Day Trip Company,approved,True,2026-06-06,2026-06-06,30,0,2125000.0,0.0,0.0,available,open,HBNH-20260606-01,Pickup time 1,13:30,rule,2026-06-05T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-afternoon-tour/
hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company-SCH-02,hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company,Ba Na Hills Afternoon Tour with Golden Hands Bridge - HoiAn Day Trip Company,approved,True,2026-06-07,2026-06-07,30,0,2125000.0,0.0,0.0,available,open,HBNH-20260607-02,Pickup time 1,13:30,rule,2026-06-06T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-afternoon-tour/
hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company-SCH-03,hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company,Ba Na Hills Afternoon Tour with Golden Hands Bridge - HoiAn Day Trip Company,approved,True,2026-06-13,2026-06-13,30,0,2125000.0,0.0,0.0,available,open,HBNH-20260613-03,Pickup time 1,13:30,rule,2026-06-12T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-afternoon-tour/
hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company-SCH-04,hoiandaytrip-ba-na-hills-afternoon-tour-with-golden-hands-bridge-hoian-day-trip-company,Ba Na Hills Afternoon Tour with Golden Hands Bridge - HoiAn Day Trip Company,approved,True,2026-06-14,2026-06-14,30,0,2125000.0,0.0,0.0,available,open,HBNH-20260614-04,Pickup time 1,13:30,rule,2026-06-13T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-afternoon-tour/
hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company-SCH-01,hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company,Ba Na Hills Early Morning Tour to Beat the Crowds - HoiAn Day Trip Company,approved,True,2026-06-04,2026-06-04,30,0,2125000.0,0.0,0.0,available,open,HBBN-20260604-01,Pickup time 7,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-early-morning-tour/
hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company-SCH-02,hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company,Ba Na Hills Early Morning Tour to Beat the Crowds - HoiAn Day Trip Company,approved,True,2026-06-05,2026-06-05,30,0,2125000.0,0.0,0.0,available,open,HBBN-20260605-02,Pickup time 7,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-early-morning-tour/
hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company-SCH-03,hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company,Ba Na Hills Early Morning Tour to Beat the Crowds - HoiAn Day Trip Company,approved,True,2026-06-06,2026-06-06,30,0,2125000.0,0.0,0.0,available,open,HBBN-20260606-03,Pickup time 7,08:00,default,2026-06-05T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-early-morning-tour/
hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company-SCH-04,hoiandaytrip-bana-ba-na-hills-early-morning-tour-to-beat-the-crowds-hoian-day-trip-company,Ba Na Hills Early Morning Tour to Beat the Crowds - HoiAn Day Trip Company,approved,True,2026-06-07,2026-06-07,30,0,2125000.0,0.0,0.0,available,open,HBBN-20260607-04,Pickup time 7,08:00,default,2026-06-06T18:00:00+00:00,daily,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-early-morning-tour/
hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company-SCH-01,hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company,"Ba Na Hills Night Tour with Golden Bridge, Dinner & Cabaret Show - HoiAn Day Trip Company",approved,True,2026-06-06,2026-06-06,30,0,2200000.0,0.0,0.0,available,open,HBBN-20260606-01,Pickup time 2,16:00,rule,2026-06-05T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-night-tour/
hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company-SCH-02,hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company,"Ba Na Hills Night Tour with Golden Bridge, Dinner & Cabaret Show - HoiAn Day Trip Company",approved,True,2026-06-07,2026-06-07,30,0,2200000.0,0.0,0.0,available,open,HBBN-20260607-02,Pickup time 2,16:00,rule,2026-06-06T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-night-tour/
hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company-SCH-03,hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company,"Ba Na Hills Night Tour with Golden Bridge, Dinner & Cabaret Show - HoiAn Day Trip Company",approved,True,2026-06-13,2026-06-13,30,0,2200000.0,0.0,0.0,available,open,HBBN-20260613-03,Pickup time 2,16:00,rule,2026-06-12T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-night-tour/
hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company-SCH-04,hoiandaytrip-bana-ba-na-hills-night-tour-with-golden-bridge-dinner-cabaret-show-hoian-day-trip-company,"Ba Na Hills Night Tour with Golden Bridge, Dinner & Cabaret Show - HoiAn Day Trip Company",approved,True,2026-06-14,2026-06-14,30,0,2200000.0,0.0,0.0,available,open,HBBN-20260614-04,Pickup time 2,16:00,rule,2026-06-13T18:00:00+00:00,weekend,start_time_inferred,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://hoiandaytrip.com/ba-na-hills-night-tour/
venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel-SCH-01,venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel,From Danang: My Son Holyland & Rice Paper Making Morning Tour,approved,True,2026-06-04,2026-06-04,30,0,775250.0,0.0,0.0,available,open,VCIF-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/my-son-holyland-rice-paper-making-morning-tour/
venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel-SCH-02,venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel,From Danang: My Son Holyland & Rice Paper Making Morning Tour,approved,True,2026-06-05,2026-06-05,30,0,775250.0,0.0,0.0,available,open,VCIF-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/my-son-holyland-rice-paper-making-morning-tour/
venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel-SCH-03,venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel,From Danang: My Son Holyland & Rice Paper Making Morning Tour,approved,True,2026-06-06,2026-06-06,30,0,775250.0,0.0,0.0,available,open,VCIF-20260606-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/my-son-holyland-rice-paper-making-morning-tour/
venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel-SCH-04,venus-cham-island-from-danang-my-son-holyland-rice-paper-making-morning-tour-venustravel,From Danang: My Son Holyland & Rice Paper Making Morning Tour,approved,True,2026-06-07,2026-06-07,30,0,775250.0,0.0,0.0,available,open,VCIF-20260607-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/my-son-holyland-rice-paper-making-morning-tour/
venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel-SCH-01,venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel,Hoi An City Tour – Boat Ride – Release Flower Lantern,approved,True,2026-06-04,2026-06-04,30,0,641250.0,0.0,0.0,available,open,VCIH-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/hoi-an-boat-ride/
venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel-SCH-02,venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel,Hoi An City Tour – Boat Ride – Release Flower Lantern,approved,True,2026-06-05,2026-06-05,30,0,641250.0,0.0,0.0,available,open,VCIH-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/hoi-an-boat-ride/
venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel-SCH-03,venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel,Hoi An City Tour – Boat Ride – Release Flower Lantern,approved,True,2026-06-06,2026-06-06,30,0,641250.0,0.0,0.0,available,open,VCIH-20260606-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/hoi-an-boat-ride/
venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel-SCH-04,venus-cham-island-hoi-an-city-tour-boat-ride-release-flower-lantern-venustravel,Hoi An City Tour – Boat Ride – Release Flower Lantern,approved,True,2026-06-07,2026-06-07,30,0,641250.0,0.0,0.0,available,open,VCIH-20260607-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/hoi-an-boat-ride/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel-SCH-01,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Morning Tour,approved,True,2026-06-04,2026-06-04,30,0,603000.0,0.0,0.0,available,open,VCIM-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-monkey-mountain-am-phu-cave-morning-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel-SCH-02,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Morning Tour,approved,True,2026-06-05,2026-06-05,30,0,603000.0,0.0,0.0,available,open,VCIM-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-monkey-mountain-am-phu-cave-morning-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel-SCH-03,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Morning Tour,approved,True,2026-06-06,2026-06-06,30,0,603000.0,0.0,0.0,available,open,VCIM-20260606-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-monkey-mountain-am-phu-cave-morning-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel-SCH-04,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-morning-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Morning Tour,approved,True,2026-06-07,2026-06-07,30,0,603000.0,0.0,0.0,available,open,VCIM-20260607-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-monkey-mountain-am-phu-cave-morning-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel-SCH-01,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,approved,True,2026-06-04,2026-06-04,30,0,545500.0,0.0,0.0,available,open,VCIM-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel-SCH-02,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,approved,True,2026-06-05,2026-06-05,30,0,545500.0,0.0,0.0,available,open,VCIM-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel-SCH-03,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,approved,True,2026-06-06,2026-06-06,30,0,545500.0,0.0,0.0,available,open,VCIM-20260606-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/
venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel-SCH-04,venus-cham-island-marble-mountains-monkey-mountain-am-phu-cave-sunset-tour-venustravel,Marble Mountains – Monkey Mountain – Am Phu Cave Sunset Tour,approved,True,2026-06-07,2026-06-07,30,0,545500.0,0.0,0.0,available,open,VCIM-20260607-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/marble-mountains-am-phu-cave-monkey-mountains-sunset-tour/
venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel-SCH-01,venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,3 Traditional Handicraft Villages In 1 Tour,approved,True,2026-06-04,2026-06-04,30,0,976250.0,0.0,0.0,available,open,V3TH-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-03T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/
venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel-SCH-02,venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,3 Traditional Handicraft Villages In 1 Tour,approved,True,2026-06-05,2026-06-05,30,0,976250.0,0.0,0.0,available,open,V3TH-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-04T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/
venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel-SCH-03,venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,3 Traditional Handicraft Villages In 1 Tour,approved,True,2026-06-06,2026-06-06,30,0,976250.0,0.0,0.0,available,open,V3TH-20260606-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-05T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/
venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel-SCH-04,venusvietnamtravel-3-traditional-handicraft-villages-in-1-tour-venustravel,3 Traditional Handicraft Villages In 1 Tour,approved,True,2026-06-07,2026-06-07,30,0,976250.0,0.0,0.0,available,open,V3TH-20260607-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,rule,2026-06-06T18:00:00+00:00,daily,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/3-traditional-handicraft-villages-in-1-tour/
venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel-SCH-01,venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,approved,True,2026-06-06,2026-06-06,30,0,1540750.0,0.0,0.0,available,open,VABN-20260606-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-05T18:00:00+00:00,weekend,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/
venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel-SCH-02,venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,approved,True,2026-06-07,2026-06-07,30,0,1540750.0,0.0,0.0,available,open,VABN-20260607-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-06T18:00:00+00:00,weekend,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/
venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel-SCH-03,venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,approved,True,2026-06-13,2026-06-13,30,0,1540750.0,0.0,0.0,available,open,VABN-20260613-03,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-12T18:00:00+00:00,weekend,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/
venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel-SCH-04,venusvietnamtravel-afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour-venustravel,AFTERNOON BA NA HILLS – GOLDEN BRIDGE & DRAGON BRIDGE BY NIGHT TOUR,approved,True,2026-06-14,2026-06-14,30,0,1540750.0,0.0,0.0,available,open,VABN-20260614-04,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,13:30,rule,2026-06-13T18:00:00+00:00,weekend,start_time_inferred; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/afternoon-ba-na-hills-golden-bridge-dragon-bridge-by-night-tour/
venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel-SCH-01,venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel,Cam Thanh Coconut Jungle Muslim Tour,approved,True,2026-06-04,2026-06-04,30,0,1225000.0,0.0,0.0,available,open,VCTC-20260604-01,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,default,2026-06-03T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-muslim-tour/
venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel-SCH-02,venusvietnamtravel-cam-thanh-coconut-jungle-muslim-tour-venustravel,Cam Thanh Coconut Jungle Muslim Tour,approved,True,2026-06-05,2026-06-05,30,0,1225000.0,0.0,0.0,available,open,VCTC-20260605-02,Depart from Hoi An / Da Nang / Hue Depart from Ha Noi Depart from Ho Chi Minh Pakage T,08:00,default,2026-06-04T18:00:00+00:00,daily,start_time_inferred; tour_has_inferred_fields; missing_itinerary,Auto-approved for staging schedule seed; schedule remains demo/review data.,https://venusvietnamtravel.com/cam-thanh-coconut-jungle-muslim-tour/
