catalog_index,tour_name,tour_slug,source_url,photo_index,is_primary,provider,provider_photo_id,provider_page_url,photographer,photographer_url,image_url,image_alt,local_file,local_path,content_type,bytes,sha256,width,height,cloudinary_public_id,cloudinary_resource_type,status,error,rights_note,duplicate_of_cloudinary_public_id
9,Da Nang City Tour - Deluxe Group Tour,vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel,https://vmtravel.com/tours/da-nang-city-tour-deluxe-group/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/Marble-Mountains.jpg,,tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p02__vmtravel-marble-mountains.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p02__vmtravel-marble-mountains.jpg,image/jpeg,906643,2b9713b916f2e176bc71b16a567b9e22ec5d047def7629639d31e0e7c49e8d09,,,danangtrip/tours/vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel/tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p02__vmtravel-marble-mountains,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
9,Da Nang City Tour - Deluxe Group Tour,vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel,https://vmtravel.com/tours/da-nang-city-tour-deluxe-group/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/My-Khe-Beach.jpg,,tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p03__vmtravel-my-khe-beach.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p03__vmtravel-my-khe-beach.jpg,image/jpeg,685735,180424384b124c61dd825e5d94e15c2912e7083d23ab4afe81464c9c1e5fb277,,,danangtrip/tours/vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel/tour-009__vmtravel-central-007-da-nang-city-tour-deluxe-group-tour-vm-travel__p03__vmtravel-my-khe-beach,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
10,Da Nang City Tour From Tien Sa Port - Explore and Shopping,vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping,https://vmtravel.com/tours/da-nang-city-tour-from-tien-sa-port/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/da-nang-city-tour-1.jpg,,tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p01__vmtravel-da-nang-city-tour-1.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p01__vmtravel-da-nang-city-tour-1.jpg,image/jpeg,545526,6c08cc5e407bda58e17f26a60e8980ddfbe010c62fc8737234708bdd59f10991,,,danangtrip/tours/vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping/tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p01__vmtravel-da-nang-city-tour-1,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
10,Da Nang City Tour From Tien Sa Port - Explore and Shopping,vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping,https://vmtravel.com/tours/da-nang-city-tour-from-tien-sa-port/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/da-nang-full-day-trip.jpg,,tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p02__vmtravel-da-nang-full-day-trip.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p02__vmtravel-da-nang-full-day-trip.jpg,image/jpeg,845361,36648bd90921e8031eb1c1f539a2122dba9b829dca7869a0b44b4eeaefbafcc4,,,danangtrip/tours/vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping/tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p02__vmtravel-da-nang-full-day-trip,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
10,Da Nang City Tour From Tien Sa Port - Explore and Shopping,vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping,https://vmtravel.com/tours/da-nang-city-tour-from-tien-sa-port/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/cham-mesurm.jpg,,tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p03__vmtravel-cham-mesurm.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p03__vmtravel-cham-mesurm.jpg,image/jpeg,456428,f9809023e7bdda3f6702f58749515644b6000c585768f2d831ccc548843d638c,,,danangtrip/tours/vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping/tour-010__vmtravel-recheck-002-da-nang-city-tour-from-tien-sa-port-explore-and-shopping__p03__vmtravel-cham-mesurm,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
11,Da Nang Day Tour - Private Tour | Highlight Full Day Tour,vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour,https://vmtravel.com/tours/da-nang-day-tour-private-tour/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/11/da-nang-city-tour.jpg,,tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p01__vmtravel-da-nang-city-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p01__vmtravel-da-nang-city-tour.jpg,image/jpeg,796538,9e2118f465b92add5d7c8051a3288e2c0999fd595401f605e29fecf22d002627,,,danangtrip/tours/vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour/tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p01__vmtravel-da-nang-city-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
11,Da Nang Day Tour - Private Tour | Highlight Full Day Tour,vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour,https://vmtravel.com/tours/da-nang-day-tour-private-tour/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/linh-ung-pagoda-1.jpg,,tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p03__vmtravel-linh-ung-pagoda-1.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p03__vmtravel-linh-ung-pagoda-1.jpg,image/jpeg,393795,86a1c01daa33df2210f3c573b645be848c73797a3161b8e1ad95bcd9fd95aebc,,,danangtrip/tours/vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour/tour-011__vmtravel-central-008-da-nang-day-tour-private-tour-highlight-full-day-tour__p03__vmtravel-linh-ung-pagoda-1,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
12,Da Nang Hoi An Full Day Tour - See the Best of Both Cities,vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities,https://vmtravel.com/tours/da-nang-hoi-an-full-day-tour/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/da-nang-and-hoi-an-city-tour.jpg,,tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p01__vmtravel-da-nang-and-hoi-an-city-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p01__vmtravel-da-nang-and-hoi-an-city-tour.jpg,image/jpeg,737046,984931557a9f991f17760de150ef0bab58d13bbc8fb84a9f147b5db941e59279,,,danangtrip/tours/vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities/tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p01__vmtravel-da-nang-and-hoi-an-city-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
12,Da Nang Hoi An Full Day Tour - See the Best of Both Cities,vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities,https://vmtravel.com/tours/da-nang-hoi-an-full-day-tour/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/09/da-nang-city-tour-1.jpg,,tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p02__vmtravel-da-nang-city-tour-1.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p02__vmtravel-da-nang-city-tour-1.jpg,image/jpeg,982790,45cbbb13266f2af971cdd53d6ca9ffd48eb8030710f330e604d3f849e37b6120,,,danangtrip/tours/vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities/tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p02__vmtravel-da-nang-city-tour-1,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
12,Da Nang Hoi An Full Day Tour - See the Best of Both Cities,vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities,https://vmtravel.com/tours/da-nang-hoi-an-full-day-tour/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/10/hoian-lantern-festival.jpg,,tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p03__vmtravel-hoian-lantern-festival.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p03__vmtravel-hoian-lantern-festival.jpg,image/jpeg,1144477,88c036fe8c287e31db8772dd33fd9d042cb36ef5901427224b7317b837486077,,,danangtrip/tours/vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities/tour-012__vmtravel-central-010-da-nang-hoi-an-full-day-tour-see-the-best-of-both-cities__p03__vmtravel-hoian-lantern-festival,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
13,Da Nang to Hue Day Trip by Heritage Train via Hai Van Pass,vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass,https://vmtravel.com/tours/da-nang-to-hue-day-trip-by-heritage-train/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2025/12/Hue-day-trip-from-Chan-May-Port.webp,,tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p02__vmtravel-hue-day-trip-from-chan-may-port.webp,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p02__vmtravel-hue-day-trip-from-chan-may-port.webp,,754254,e9698fab1b5ea7e0c6264361884bced7d4cf755a05c35f8c4ff1c93a2ed4b1a7,,,danangtrip/tours/vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass/tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p02__vmtravel-hue-day-trip-from-chan-may-port,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
13,Da Nang to Hue Day Trip by Heritage Train via Hai Van Pass,vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass,https://vmtravel.com/tours/da-nang-to-hue-day-trip-by-heritage-train/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/01/train-in-vietnam.jpg,,tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p03__vmtravel-train-in-vietnam.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p03__vmtravel-train-in-vietnam.jpg,image/jpeg,936574,5d67234e161bd1b96cfe0a84d7b63e11a1338d00e75b3d12efdba7ff5b1e558d,,,danangtrip/tours/vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass/tour-013__vmtravel-central-011-da-nang-to-hue-day-trip-by-heritage-train-via-hai-van-pass__p03__vmtravel-train-in-vietnam,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
14,Day Trip From Da Nang To Hoi An - Deluxe Group Tour,vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour,https://vmtravel.com/tours/day-trip-from-da-nang-to-hoi-an/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/tour-coconut.jpg,,tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p01__vmtravel-tour-coconut.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p01__vmtravel-tour-coconut.jpg,image/jpeg,765882,afdf3168394daf7c0586d3044e08e0c936d08c5219eeef2c677c0ec054c1a327,,,danangtrip/tours/vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour/tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p01__vmtravel-tour-coconut,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
14,Day Trip From Da Nang To Hoi An - Deluxe Group Tour,vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour,https://vmtravel.com/tours/day-trip-from-da-nang-to-hoi-an/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/hoian-in-vietnam.jpg,,tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p02__vmtravel-hoian-in-vietnam.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p02__vmtravel-hoian-in-vietnam.jpg,image/jpeg,596118,4646c0d6953120d835a5e5c275f64a9b95e3585c3df560317b3a159664494eda,,,danangtrip/tours/vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour/tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p02__vmtravel-hoian-in-vietnam,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
14,Day Trip From Da Nang To Hoi An - Deluxe Group Tour,vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour,https://vmtravel.com/tours/day-trip-from-da-nang-to-hoi-an/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/cam-thanh-coconut-village.jpg,,tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p03__vmtravel-cam-thanh-coconut-village.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p03__vmtravel-cam-thanh-coconut-village.jpg,image/jpeg,847085,a3db43bf6e3286a2759f8d81371e547de59185a84ca0016fa30e207efa1bc660,,,danangtrip/tours/vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour/tour-014__vmtravel-central-012-day-trip-from-da-nang-to-hoi-an-deluxe-group-tour__p03__vmtravel-cam-thanh-coconut-village,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
15,Day Trip To Hoi An From Da Nang - Private Tour,vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel,https://vmtravel.com/tours/day-trip-to-hoi-an-from-da-nang/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/10/visit-hoian.jpg,,tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p01__vmtravel-visit-hoian.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p01__vmtravel-visit-hoian.jpg,image/jpeg,545366,65201b1fb4398ae6e326daeb658eae5a6bc5e78f24cd6b2cbc3034d48537abda,,,danangtrip/tours/vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel/tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p01__vmtravel-visit-hoian,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
15,Day Trip To Hoi An From Da Nang - Private Tour,vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel,https://vmtravel.com/tours/day-trip-to-hoi-an-from-da-nang/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/11/coffee-hoian.jpg,,tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p03__vmtravel-coffee-hoian.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p03__vmtravel-coffee-hoian.jpg,image/jpeg,541274,3014fc24df2899d01e9d3cd288e59c85a3c0f549a9932117b2f114bd389a7543,,,danangtrip/tours/vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel/tour-015__vmtravel-central-013-day-trip-to-hoi-an-from-da-nang-private-tour-vm-travel__p03__vmtravel-coffee-hoian,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
16,Highlight The 4 Days Deluxe Golf Tour In Da Nang,vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang,https://vmtravel.com/tours/4-days-deluxe-golf-tour-in-da-nang/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/07/Da-Nang-Golf-Courses.jpg,,tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p01__vmtravel-da-nang-golf-courses.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p01__vmtravel-da-nang-golf-courses.jpg,image/jpeg,389095,12fd77a434e3b0df10cf55555158ebd38e7dd1a83fe3d0ba02df592ece45baf4,,,danangtrip/tours/vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang/tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p01__vmtravel-da-nang-golf-courses,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
16,Highlight The 4 Days Deluxe Golf Tour In Da Nang,vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang,https://vmtravel.com/tours/4-days-deluxe-golf-tour-in-da-nang/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2024/08/BRG-Danang-golf-course.jpg,,tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p02__vmtravel-brg-danang-golf-course.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p02__vmtravel-brg-danang-golf-course.jpg,image/jpeg,792294,f8cb54aa01448c30f630eb374ce1e1fa7ce3a35463874bde035a1123c437dbb9,,,danangtrip/tours/vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang/tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p02__vmtravel-brg-danang-golf-course,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
16,Highlight The 4 Days Deluxe Golf Tour In Da Nang,vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang,https://vmtravel.com/tours/4-days-deluxe-golf-tour-in-da-nang/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/Vietnam-Golf-Tour.jpg,,tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p03__vmtravel-vietnam-golf-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p03__vmtravel-vietnam-golf-tour.jpg,image/jpeg,713431,07e175369460368e37b97ff4eb49ca2e1ef9056f3989ed94cbc99f25a7bc8f08,,,danangtrip/tours/vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang/tour-016__vmtravel-central-001-highlight-the-4-days-deluxe-golf-tour-in-da-nang__p03__vmtravel-vietnam-golf-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
17,Hoi An Day Tour from Tien Sa Port - Hoi An Shore Excursions,vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions,https://vmtravel.com/tours/hoi-an-day-tour-from-tien-sa-port/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/07/hoi-an-full-day-tour.jpg,,tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p01__vmtravel-hoi-an-full-day-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p01__vmtravel-hoi-an-full-day-tour.jpg,image/jpeg,643696,ff2f6391e36f171a337021e8b8d6c04e66ca86cf323ac147828b3d4b5badd440,,,danangtrip/tours/vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions/tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p01__vmtravel-hoi-an-full-day-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
17,Hoi An Day Tour from Tien Sa Port - Hoi An Shore Excursions,vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions,https://vmtravel.com/tours/hoi-an-day-tour-from-tien-sa-port/,3,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2023/12/best-time-visit-hoian-coconut.jpg,,tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p03__vmtravel-best-time-visit-hoian-coconut.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p03__vmtravel-best-time-visit-hoian-coconut.jpg,image/jpeg,947249,fdbda82d341b5087aa9e98dda4a1d0d3315ec601189215680693491499ba4ac4,,,danangtrip/tours/vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions/tour-017__vmtravel-recheck-003-hoi-an-day-tour-from-tien-sa-port-hoi-an-shore-excursions__p03__vmtravel-best-time-visit-hoian-coconut,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
18,Hue Bicycle Tour: Organic Farm Visit & Local Cooking Class,vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class,https://vmtravel.com/tours/hue-bicycle-tour/,1,True,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2026/03/Hue-cycling-tour.jpg,,tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p01__vmtravel-hue-cycling-tour.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p01__vmtravel-hue-cycling-tour.jpg,image/jpeg,808351,955876a8bccfe8d49f925717e4d8e8c542b547b331fa513eb5939a9e55c298bd,,,danangtrip/tours/vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class/tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p01__vmtravel-hue-cycling-tour,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
18,Hue Bicycle Tour: Organic Farm Visit & Local Cooking Class,vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class,https://vmtravel.com/tours/hue-bicycle-tour/,2,False,vmtravel,,,,,https://vmtravel.com/wp-content/uploads/2026/03/Hue-eco-tour-farm.webp,,tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p02__vmtravel-hue-eco-tour-farm.webp,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-07-verified-real-tours\originals\tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p02__vmtravel-hue-eco-tour-farm.webp,,738512,3ad45be25091bbd1138ccab2ba8c8ebab4087aa8a568acc1929fac3d70fd9c8b,,,danangtrip/tours/vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class/tour-018__vmtravel-central-014-hue-bicycle-tour-organic-farm-visit-local-cooking-class__p02__vmtravel-hue-eco-tour-farm,image,already_downloaded,,Downloaded from operator source page; verify reuse permission before production publication.,
