id,name,slug,status,address,district,latitude,longitude,avg_rating,review_count,price_level,is_featured,category_name,category_slug,quality_score,review_bucket,review_reasons
244,Nha tro Huynh Dinh Dung,nha-tro-huynh-dinh-dung,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97600150,108.24804710,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
245,Nha tro Le Duc Tin,nha-tro-le-duc-tin,inactive,"Le Thien Tri, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97863380,108.25104900,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
246,Nha tro Mai Truc Lam,nha-tro-mai-truc-lam,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97561840,108.24790940,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
247,Nha tro Ngo Dinh Tu,nha-tro-ngo-dinh-tu,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97598660,108.24850500,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
248,Nha tro Nguyen Doan Chinh,nha-tro-nguyen-doan-chinh,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97617140,108.24895050,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
249,Nha tro Nguyen Huy Vu,nha-tro-nguyen-huy-vu,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97566700,108.24762810,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
250,Nha tro Nguyen Le Viet,nha-tro-nguyen-le-viet,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97644290,108.24923950,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
251,Nha tro Nguyen Long,nha-tro-nguyen-long,inactive,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97877510,108.25428580,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
252,Nha tro Nguyen Ngoc Linh,nha-tro-nguyen-ngoc-linh,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97528770,108.24749640,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
253,Nha tro Nguyen Quoc Dung,nha-tro-nguyen-quoc-dung,inactive,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97903960,108.25416390,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
254,Nha tro Nguyen Thi Nga,nha-tro-nguyen-thi-nga,inactive,"Duong Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97269300,108.24178650,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
255,Nha tro Nguyen Thi Thu Ha,nha-tro-nguyen-thi-thu-ha,inactive,"Le Thien Tri, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97851150,108.25254790,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
256,Nha tro Nguyen Van Hung,nha-tro-nguyen-van-hung,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.96796960,108.23801220,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
257,Nha tro Nguyen Van Sy,nha-tro-nguyen-van-sy,inactive,"Le Thien Tri, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97863380,108.25167750,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
258,Nha tro Pham Ngoc Hai,nha-tro-pham-ngoc-hai,inactive,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97924100,108.25086110,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
259,Nha tro Pham Nhat Tan,nha-tro-pham-nhat-tan,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97588810,108.24746170,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
260,Nha tro Phan Thanh Huan,nha-tro-phan-thanh-huan,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97635620,108.24793040,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
261,Nha tro Tan Canh,nha-tro-tan-canh,inactive,"Le Thien Tri, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97864560,108.25127080,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
262,Nha tro Tan Thanh Huyen,nha-tro-tan-thanh-huyen,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97004130,108.24425290,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
263,Nha tro Tran Hung Sang,nha-tro-tran-hung-sang,inactive,"Nguyen Thuc Tu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.98034680,108.25214290,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
264,Nha tro Tran Quan,nha-tro-tran-quan,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97640930,108.24939140,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
265,Nha tro Tran Thai Phuong,nha-tro-tran-thai-phuong,inactive,"Nam Ky Khoi Nghia, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97826660,108.25210380,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
266,Nha tro Tran Trong Khiem,nha-tro-tran-trong-khiem,inactive,"Nam Ky Khoi Nghia, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97766860,108.25388190,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
267,Nha tro Tran Van Hieu,nha-tro-tran-van-hieu,inactive,"Luu Quang Vu, Ngu Hanh Son, Da Nang",Ngu Hanh Son,15.97660180,108.24960090,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
268,Nha tro VTV,nha-tro-vtv,inactive,"183/15/13, Phan Thanh, Da Nang",Da Nang,16.06144030,108.21018910,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
269,NhatHa Coffee Ice Cream,nhatha-coffee-ice-cream,inactive,"130, Duong Trung Nu Vuong, Da Nang",Da Nang,16.05821700,108.22074470,0.00,0,3,False,Cà phê & Trà sữa,ca-phe-tra-sua,10,excellent,
270,Noi o,noi-o,inactive,"Nguyen Hoang, Da Nang",Da Nang,16.06083790,108.21363840,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
271,Nui Son Tra,nui-son-tra,inactive,Da Nang,Da Nang,16.11959090,108.28664980,0.00,0,1,False,Hang động & Núi non,hang-dong-nui-non,6,good,
272,Oasis Tapas Bar,oasis-tapas-bar,inactive,"An Thuong 4, Da Nang",Da Nang,16.04814900,108.24656360,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
273,Oc Tien Sa Hotel,oc-tien-sa-hotel,inactive,"163, Nguyen Hoang, Hai Chau, Da Nang",Hai Chau,16.06069990,108.21373770,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
274,Ong Minh,ong-minh,inactive,"92, Duong Vo Nguyen Giap, Da Nang",Da Nang,16.08035480,108.24662610,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
275,Pavilion,pavilion,inactive,"122, Quang Trung, Da Nang",Da Nang,16.07426200,108.21708320,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
276,Pha Le Hotel,pha-le-hotel,inactive,"204-206, Duong Ho Nghinh, Da Nang",Da Nang,16.06685740,108.24302950,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
277,pho phu gia,pho-phu-gia,inactive,"Ly Tu Trong, Da Nang",Da Nang,16.07753660,108.22193060,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
278,phu my thanh nha hang,phu-my-thanh-nha-hang,inactive,"Nguyen Tat Thanh, Da Nang",Da Nang,16.07618350,108.20719430,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
279,Ponte Boutique Da Nang,ponte-boutique-da-nang,inactive,"104, Ho Nginh, Da Nang",Da Nang,16.07460790,108.24277870,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
280,Qquan Chay Dieu Hoa,qquan-chay-dieu-hoa,inactive,"87/4, Nguyen Du, Da Nang",Da Nang,16.07845880,108.21909360,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
281,Quan An Bun Cha Ca,quan-an-bun-cha-ca,inactive,"109, Nguyen Chi Thanh, Da Nang",Da Nang,16.07459620,108.22062380,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
282,Quan an ngon Thia Go Danang-style,quan-an-ngon-thia-go-danang-style,inactive,"37, Duong Ba Dinh, Hai Chau",Da Nang,16.07605220,108.21838790,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
283,Quan An Tuk Tuk,quan-an-tuk-tuk,inactive,"18, 18 Duong Thi Xuan Quys, Da Nang",Da Nang,16.04264490,108.24339380,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
284,Quan bun Lieu,quan-bun-lieu,inactive,"15, Duong Hoang Hoa Tham, Da Nang",Da Nang,16.07042640,108.20963850,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
285,Quan Chay Hang Ngay,quan-chay-hang-ngay,inactive,Da Nang,Da Nang,16.05662240,108.17746210,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,6,good,
286,Quan Chay XUAN,quan-chay-xuan,inactive,"631, Duong Tran Cao Van, Da Nang",Da Nang,16.07164620,108.18616890,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
287,Quan com 08,quan-com-08,inactive,"08, Duong Hoang Hoa Tham, Thanh Khe, Da Nang",Thanh Khe,16.07064650,108.20937840,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
288,Quan Mau - Banh trang thit heo,quan-mau-banh-trang-thit-heo,inactive,"35, Do Thuc Tinh, Da Nang",Da Nang,16.02485210,108.21005720,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
289,quan nhau loc vien,quan-nhau-loc-vien,inactive,"Nguyen Sinh Sac, Da Nang",Da Nang,16.06595020,108.15522320,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
290,quan quan hotel,quan-quan-hotel,inactive,"Nguyen Huu Tho, Da Nang",Da Nang,16.05360810,108.20892820,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
291,Ram cuon cai Di Hoa,ram-cuon-cai-di-hoa,inactive,"K232/10, Le Duan, Da Nang",Da Nang,16.06868440,108.20918950,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
292,Red Palace Hotel,red-palace-hotel,inactive,"275, Duong Nguyen Tri Phuong, Da Nang",Da Nang,16.05167040,108.21193400,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
293,ROLL hostel & pub,roll-hostel-pub,inactive,"84, Cao Ba Quat, Da Nang",Da Nang,16.06342650,108.23056550,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
294,Rom Casa Hostel,rom-casa-hostel,inactive,"47, Duong An Thuong 4, Da Nang",Da Nang,16.04844070,108.24659630,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
295,Rosabella Boutique Hotel,rosabella-boutique-hotel,inactive,"39, Duong Loseby, Da Nang",Da Nang,16.07364980,108.24111340,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
296,Rosetta,rosetta,inactive,"63, Duong Duong Dinh Nghe, Son Tra, Da Nang",Son Tra,16.06871680,108.24231290,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
297,Royal apartment,royal-apartment,inactive,"22, Duong My Da Dong 12, Da Nang",Da Nang,16.04542580,108.24695270,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
298,Samwon,samwon,inactive,"74, Duong Dinh Nghe, Da Nang",Da Nang,16.06903400,108.23749860,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
299,San San Hotel,san-san-hotel,inactive,"54, Duong An Thuong 26, Da Nang",Da Nang,16.05531580,108.24538620,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
300,Sanouva Danang Hotel,sanouva-danang-hotel,inactive,"68, Duong Phan Chau Trinh, Hai Chau, Da Nang",Hai Chau,16.06698480,108.22013700,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
301,Sea Phoenix Hotel,sea-phoenix-hotel,inactive,"115, Ho Xuan Huong, Da Nang",Da Nang,16.04097150,108.24836330,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
302,Senorita boutique hotel,senorita-boutique-hotel,inactive,"89 Tran Bach Dang, Da Nang",Da Nang,16.04979840,108.24778590,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
303,Sepon Blue Hotel,sepon-blue-hotel,inactive,"157-159, Duong Vo Van Kiet, Da Nang",Da Nang,16.06185700,108.23786360,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
304,Simpur,simpur,inactive,"165, Tran Hung Dao, Da Nang",Da Nang,16.07921030,108.22907550,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
305,Siro House Homestay,siro-house-homestay,inactive,"8, Kiet 72 Nguyen Van Thoai, Da Nang",Da Nang,16.05392540,108.24022180,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
306,So Zach,so-zach,inactive,"47, Duong Trung Nu Vuong, Da Nang",Da Nang,16.05910700,108.22149520,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
307,Solar Hotel,solar-hotel,inactive,"Duong Truong Chi Cuong, Da Nang",Da Nang,16.03098980,108.22501880,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
308,Son Tra Green Hotel,son-tra-green-hotel,inactive,"116, Duong Nguyen Huy Chuong, Da Nang",Da Nang,16.08818910,108.24442280,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
309,Son Tra Ocean View Pool & Spa,son-tra-ocean-view-pool-spa,inactive,"95, Ngo Quyen, Son Tra, Da Nang",Son Tra,16.09694330,108.24634830,0.00,0,1,False,Công viên & Vườn hoa,cong-vien-vuon-hoa,10,excellent,
310,Star near me Hotel,star-near-me-hotel,inactive,"42, Duong Loseby, Da Nang",Da Nang,16.07351670,108.24146180,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
311,Sua chua nep cam Co Phuc,sua-chua-nep-cam-co-phuc,inactive,"65, Ly Thuong Kiet, Da Nang",Da Nang,16.08015100,108.21879600,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
312,Suon Nuong Cao Boi,suon-nuong-cao-boi,inactive,Da Nang,Da Nang,16.06236800,108.20372200,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,6,good,
313,Tabii,tabii,inactive,"27, Duong An Don 4, Quan Son Tra, Danang",Quan Son Tra,16.07299450,108.23727230,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
314,Tam House Villa Hotel,tam-house-villa-hotel,inactive,"27, K209 Nguyen Van Thoai, Da Nang",Da Nang,16.05737600,108.24306310,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
315,Tashi Park View Hotel & Apartment,tashi-park-view-hotel-apartment,inactive,"24-26, Duong Phuoc Truong 15, Da Nang",Da Nang,16.07639670,108.24181130,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
316,Teddy Garden burgers,teddy-garden-burgers,inactive,"22, Duong Dinh Nghe, Da Nang",Da Nang,16.06883740,108.24162940,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
317,Thang Bom,thang-bom,inactive,"171, Duong Le Do, Da Nang",Da Nang,16.06635250,108.20197520,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
318,Thanh Nhung,thanh-nhung,inactive,"17, Duong Pham Van Dong, Quan Son Tra, Danang",Quan Son Tra,16.07121420,108.23600480,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
319,The Amazing Taco | In Da Nang,the-amazing-taco-in-da-nang,inactive,"29, My An 5, Ngu Hanh Son, Da Nang",Ngu Hanh Son,16.04851680,108.23691750,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
320,The Choi's Kitchen,the-choi-s-kitchen,inactive,"02, Duong Hoang Hoa Tham, Thanh Khe, Da Nang",Thanh Khe,16.07077380,108.20933490,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
321,The Pizza Company,the-pizza-company,inactive,"Tang tret, Coopmart, 478 Dien Bien Phu, Q. Thanh Khe, TP, Thanh Khe Dong, Thanh Khe, Da Nang, Vietnam, Da Nang",Da Nang,16.06673310,108.18703040,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
322,Thung Phi BBQ,thung-phi-bbq,inactive,"Nguyen Van Thoai, Da Nang",Da Nang,16.05612130,108.24298820,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
323,Tiem An Vu Gia,tiem-an-vu-gia,inactive,"426, Tran Cao Van, Da Nang",Da Nang,16.07106500,108.19846440,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
324,Tokbokki Ly,tokbokki-ly,inactive,"64, An Thuong 20, Da Nang",Da Nang,16.05141270,108.24057140,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
325,Tru Vu Tra Quan,tru-vu-tra-quan,inactive,Da Nang,Da Nang,15.99782760,107.98624260,0.00,0,3,False,Cà phê & Trà sữa,ca-phe-tra-sua,8,excellent,
326,Trung tam Giai tri Phuc hop Helio Center,trung-tam-giai-tri-phuc-hop-helio-center,inactive,"Duong 2 Thang 9, Hai Chau, Da Nang",Hai Chau,16.03645590,108.22467150,0.00,0,1,False,Công viên nước & Vui chơi,cong-vien-nuoc,10,excellent,
327,Trung tam Van hoa - The thao quan Thanh Khe,trung-tam-van-hoa-the-thao-quan-thanh-khe,inactive,"Duong Ho Tuong, Quan Thanh Khe, Da Nang",Quan Thanh Khe,16.06155450,108.18321400,0.00,0,1,False,Công viên & Vườn hoa,cong-vien-vuon-hoa,10,excellent,
328,TruongVuHouse's,truongvuhouse-s,inactive,"Van Thanh 2, Da Nang",Da Nang,16.09694760,108.13556710,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,10,excellent,
329,Tuong Phat Phuoc Ly,tuong-phat-phuoc-ly,inactive,"quan Lien Chieu, Da Nang",quan Lien Chieu,16.04056250,108.14893750,0.00,0,1,False,Bảo tàng & Di tích,bao-tang-di-tich,10,excellent,
330,Ty house homestay da nang,ty-house-homestay-da-nang,inactive,"25-27, Kiet 21 Che Lan Vien, Da Nang",Da Nang,16.04318480,108.24644960,0.00,0,4,False,Khách sạn & Homestay,khach-san-homestay,8,good,low_priority_lodging
331,Vinh Da Nang,vinh-da-nang,inactive,Da Nang,Da Nang,16.13716830,108.18288090,0.00,0,1,False,Hang động & Núi non,hang-dong-nui-non,6,good,
332,Xoi ga Ba Be,xoi-ga-ba-be,inactive,"27, Ngo Gia Tu, Da Nang",Da Nang,16.06957790,108.21723940,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
333,Xuan Toi,xuan-toi,inactive,Da Nang,Da Nang,16.07871760,108.22972310,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,6,good,
334,Yaourt muoi Cay Bang,yaourt-muoi-cay-bang,inactive,"64, Phan Huy Chu, Da Nang",Da Nang,16.05181870,108.23404300,0.00,0,3,False,Ẩm thực địa phương,am-thuc-dia-phuong,8,excellent,
